steam_appid,website,support_url,support_email
7860,http://www.1cpublishing.eu/game/necrovision,http://www.1cpublishing.eu/support,support@1cpublishing.eu
7940,http://www.charlieoscardelta.com/,http://support.activision.com/,
8000,http://www.tombraider.com/anniversary/,,
8080,http://www.kaneandlynch.com,,
8100,http://www.conflictdeniedops.com/,,
8140,http://www.tombraider.com,,
8170,http://www.battlestations.net,http://support.eu.square-enix.com/main.php?la=2&amp;id=2106,
8190,http://www.justcause.com/,http://support.eu.square-enix.com/main.php?la=2&amp;id=2150,
8330,,http://www.telltalegames.com/community/categories/game-support,
8340,http://www.telltalegames.com/strongbad,,
8400,http://www.bizarrecreations.com/gwre.php,http://support.activision.com/?uil=en_US,
8500,http://www.eveonline.com,http://support.eveonline.com,support@eveonline.com
8600,http://www.race-game.org/race07/index.htm,,work@simbin.com
8790,http://www.simbin.com/games/gtr2/,http://www.simbin.com/support/,
8800,http://www.2kgames.com/civ4/beyondthesword/,,
8870,http://www.bioshockinfinite.com/,http://support.2k.com/home,
8930,http://www.civilization.com,http://www.2kgames.com/civ5/support/,
8970,http://www.axelandpixel.com/,,
9010,,,support@bethsoft.com
9050,http://www.doom3.com/,,
9200,http://rage.com/gate/,http://support.bethsoft.com/,
9310,http://www.dawnofwar.com,https://support.sega.co.uk/,
9340,http://www.companyofheroesgame.com/,https://support.sega.co.uk,
9350,http://www.supremecommander.com/,http://www.nordicgames.at/index.php/contact,
9420,,http://sqex.to/steamsupport,
9450,http://www.dawnofwar.com,https://support.sega.co.uk/,
9460,http://www.frontlines.com/,http://support.thq.com/home,
9480,http://www.saintsrow.com/,helpcenter.deepsilver.com,
9500,http://www.crypticsea.com/gish,,
9710,,http://support.atari.com/,
9760,,,support@quanticlab.com
9800,,www.1cpublishing.eu,support@1cpublishing.eu
9850,http://www.codenamepanzers.com,,support@quanticlab.com
9880,http://www.arcgames.com/en/games/champions-online,http://support.arcgames.com/,
9900,http://www.startrekonline.com,https://support.arcgames.com/,
9940,http://www.bladekitten.com,http://www.bladekitten.com/support.html,support@kromestudios.com
9960,http://www.AtariHauntedHouse.com,http://support.atari.com/index.php?/Tickets/Submit,
9970,http://www.atari.com/starraiders,,
9980,http://www.retroism.com,,
10090,http://www.callofduty.com,http://support.activision.com/,
10100,,http://support.activision.com/,
10110,,http://support.activision.com/,
10130,,http://support.activision.com/,
10140,,http://support.activision.com/,
10150,http://www.prototypegame.com,http://support.activision.com/,
10180,https://www.callofduty.com/,http://support.activision.com/,
10220,http://www.postal3.com,,support@akella.com
10230,http://hotel.akella.com/,support@akella.com,
10240,http://astrokeoffate.akella.com/,,support@akella.com
10250,http://pt-boats.akella.com/,,
10260,http://en.akella.com/Game.aspx?id=48,,
10270,,http://www.kalypsomedia.com/,support@kalypsomedia.com
10460,http://www.theclubgame.com,https://support.sega.co.uk,
10500,http://www.totalwar.com,https://support.sega.co.uk,
10680,http://www.sega.com/avp,https://support.sega.co.uk,
11020,http://www.trackmania.com,,
11040,http://frogwares.com/,http://frogwares.com/support/,support@frogwares.com
11050,http://frogwares.com/,http://frogwares.com/support/,support@frogwares.com
11130,http://frogwares.com/,http://frogwares.com/support/,support@frogwares.com
11140,http://frogwares.com/,http://frogwares.com/support/,support@frogwares.com
11150,http://frogwares.com/,http://frogwares.com/support/,support@frogwares.com
11190,http://frogwares.com/,http://frogwares.com/support/,support@frogwares.com
11200,http://www.shadowgroundssurvivor.com/,,
11230,http://www.gumboytournament.com/,http://feedback.cinemax.cz/?email=Gumboy,
11240,http://www.meridian4.com,,
11280,http://www.frogames.com/penguins_arena/,http://www.frogames.com,contact@frogames.com
11340,http://www.meridian4.com,,
11360,http://www.2dengine.com/chains/,,
11450,http://www.codemasters.com/overlord,,custservice@codemasters.com
11480,http://www.1cpublishing.eu/game/soldiers,http://www.1cpublishing.eu/support,support@1cpublishing.eu
11560,http://www.codemasters.com/maelstrom,,
11590,http://www.codemasters.com/hospitaltycoon/,,custservice@codemasters.com
12100,http://www.rockstargames.com/grandtheftauto3,http://support.rockstargames.com/,
12110,http://www.rockstargames.com/grandtheftautovicecity,http://support.rockstargames.com/,
12120,http://www.rockstargames.com/sanandreas/pc,http://support.rockstargames.com/,
12130,http://www.rockstargames.com/manhunt,http://support.rockstargames.com/hc/en-us,
12140,http://www.rockstargames.com/maxpayne/,http://www.rockstargames.com/maxpayne/,
12150,http://www.rockstargames.com/maxpayne2/,,
12170,http://www.rockstargames.com/classics/gta.html,http://support.rockstargames.com/,
12180,http://www.rockstargames.com/classics/index.html,,
12200,http://www.rockstargames.com/bully,http://support.rockstargames.com/hc/en-us,
12210,http://www.rockstargames.com/iv,http://www.rockstargames.com/support/index.php,
12220,http://www.rockstargames.com/episodesfromlibertycity,http://www.rockstargames.com/support/index.php,
12310,http://www.culpainnata.com,,
12320,,http://www.strategyfirst.com/,support@strategyfirst.com
12330,http://darkstar-one.cdvus.com/,http://strategyfirst.com/products/support.html,
12340,http://www.strategyfirst.com/games/1432-jack-keane.html,,
12360,,http://strategyfirst.com/products/support.html,
1620,http://www.jaggedalliance2.com/,,
12390,http://www.exodus-game.com,,
12420,http://perimeter2.kdlab.com/eng/index.php,,
12430,http://www.slamitpinball.com/home.htm,,
12440,http://www.ankh-game.com/,,
12450,http://www.ankh-game.com/,,
12460,http://www.mascot.hu/,,
12470,http://www.ascaron.com/gb/portroyale2/index.html,http://strategyfirst.com/products/support.html,
12480,http://www.strategyfirst.com/en/games/9thCompany/,http://strategyfirst.com/products/support.html,
12510,,http://www.valusoftsupport.com/Results.asp?search=full&amp;show=titles&amp;results=20&amp;submit=prod&amp;pid=499,
12520,https://playhardgames.net/,http://playhardgames.net/contact/,support@playhardgames.net
12590,http://www.sprintcarsthegame.com/,,
12640,http://www.drakensang.com,,support@dtp-entertainment.com
12710,http://www.codemasters.com/overlord,,
12770,http://www.rise-of-the-argonauts.com/,,
12790,http://www.codemasters.com/playdamnation,,
12830,http://www.flashpointgame.com,,
13000,http://www.nunchuckgames.com/ninjareflex/,,ninjasupport@sanzaru.com
13140,http://www.americasarmy.com,http://www.americasarmy.com/contact,
13200,http://www.unrealtournament3.com,,
13210,http://www.unrealtournament3.com,,ut3support@epicgames.com
13230,http://www.ut2004.com/ut2004/index.html,,
13240,http://www.ut2004.com/utgoty/index.html,,
13500,http://www.princeofpersiagame.com/uk/ww/home.php,,
13520,http://www.farcrygame.com/,https://support.ubi.com/en-US/,
13530,http://www.princeofpersiagame.com,,
13540,http://rainbowsixgame.uk.ubi.com/vegas/,,
13560,http://splintercell.us.ubi.com/,https://support.ubi.com/en-US/,
13570,http://splintercell.us.ubi.com/,,
13580,http://splintercell.us.ubi.com/,,
13620,http://www.ghostrecon.com/us/product_grds.php,,
15080,http://raymanzone.us.ubi.com/ravingrabbids/index.html,,
15100,http://www.assassinscreed.com,https://support.ubi.com/,
15120,http://rainbowsixgame.us.ubi.com/home.php,,
15130,http://beyondgoodevil.com,,
15160,http://www.petz.com,,
15170,,https://support.ubi.com/en-us/Games/1899,
15190,http://www.brothersinarmsgame.com/us/roadtohill30/index.php,,
15200,http://silenthunter4.uk.ubi.com/,,
15300,http://ghostrecon.us.ubi.com/,,
15320,,http://www.1cpublishing.com/support,
15390,http://www.brothersinarmsgame.com,,
15400,http://www.oxeyegames.com/harvest,,
15500,http://www.dejobaan.com/wonderful,,
15520,http://www.dejobaan.com/aaaaa/index.htm,,support@dejobaan.com
15560,http://www.dejobaan.com/awesome,,support@dejobaan.com
15620,http://www.dawnofwar.com/,http://www.sega.com/support,
15700,http://www.oddworld.com/?p=68,http://support.oddworld.com/,
15710,http://www.oddworld.com/?p=79,,
15740,http://www.oddworld.com/,,
15750,http://www.oddworld.com,,
15800,http://www.slam-games.com/planetbusters/,,
16030,http://mumbojumbo.com/game/game/118,,
16060,,https://iwinaffiliates.zendesk.com/hc/en-us/requests/new?ticket_form_id=129165,
16100,http://www.VirtualVillagers.com,,
16110,http://www.VirtualVillagers.com,,
16120,http://www.PlantTycoon.com,,
16130,http://www.FishTycoon.com,,
16180,http://www.virtualvillagers.com/,,
16200,http://www.VirtualFamilies.com,,
16450,http://www.whatisfear.com,,
16500,http://www.blurredvision.de/chaostheory,http://www.blurredvision.de/index.php?hid=2&amp;id=35&amp;lang=en,
16600,http://www.redlynxtrials.com,,
16620,http://www.monstertrucksnitro.com,,
16710,http://www.insecticidethegame.com/,,
16720,http://www.playvelvetassassin.com,http://playvelvetassassin.com/support/,
16730,http://www.legendarythegame.com/,,support@digitaltribegames.com
16810,,support.2k.com,
16900,https://www.groundbranch.com,https://www.blackfootstudios.com/forums,contact@blackfootstudios.com
17080,http://www.tribesascend.com,https://account.hirezstudios.com/support/default.aspx,tribessupport@hirezstudios.com
17100,http://www.immortalcities.com/cotn/,,
17120,http://www.immortalcities.com/cotn/alexandria/,,
17140,http://www.tiltedmill.com/hinterland/,http://tiltedmill.com/hinterland/support.php,
17180,http://www.tiltedmill.com/mosbys_confederacy/ ,,
17300,http://www.ea.com/crysis,https://help.ea.com/,
17330,http://crysiswarhead.ea.com/,,
17390,http://www.spore.com/,https://help.ea.com/,
17410,http://www.mirrorsedge.com/,https://help.ea.com/,
17430,http://undercover.needforspeed.com/home.action,http://help.ea.com/,
17440,http://www.spore.com/,,
17450,http://dragonage.bioware.com/,https://help.ea.com/,
17460,http://masseffect.bioware.com/,https://help.ea.com/,
17470,http://deadspace.ea.com/agegate.aspx?returnURL=/Default.aspx,https://help.ea.com/,
17480,http://www.ea.com/redalert/main.jsp,,
17500,https://zombiepanicsource.com,https://forum.zombiepanicsource.com/,support@zombiepanicsource.com
17570,http://www.octosharkstudios.com/pvkii,http://forums.pvkii.com,admin@forums.pvkii.com
17710,http://www.gameconnect.net/projects,http://www.gameconnect.net,
17740,http://www.empiresmod.com/,https://forums.empiresmod.com/index.php?forums/support.34/,tama@empiresmod.com
18000,http://www.rainslick.com,,
18020,http://www.hotheadgames.com/pa.php,,
18040,http://www.deathspank.com/,https://help.ea.com/,
18050,http://www.deathspank.com/,,
18070,http://www.TheBaconing.com,,support@hotheadgames.com
18120,http://www.futuremark.com/,,
18300,http://shoreboundstudios.com/spectraball/,,contact@shoreboundstudios.com
18400,http://www.crazymachinesgame.com,www.support.encore.com,
18420,http://www.crazy-machines.com/,,
18470,http://www.helldorado.spellbound.de/,,mail@viva-media.com
18500,http://defensegrid.hiddenpath.com/,http://www.hiddenpath.com/forum/forum/hidden-path-forums/defense-grid-technical-support,
18600,http://www.inventivedingo.com/mayhemig,,
18700,http://www.andyetitmoves.net/,,
19000,http://online.konamimobile.com/KDEOnline/SilentHill_Widget/index.html,https://us.konami.com/support/,
19020,http://konami.com/games/puzzle-chronicles/,https://us.konami.com/support/,
19030,http://www.konami.com/rocketknight,https://us.konami.com/support/,
19080,www.konami.com/biozone,https://us.konami.com/support/,
19200,http://www.tankuniversal.com/,,support@meridian4.com
19320,http://www.spacearkgame.com/,,
19900,http://farcry.us.ubi.com,https://support.ubi.com/en-US/,
19980,http://www.princeofpersiagame.com,,
20200,http://www.galacticbowling.net,,
20510,http://www.stalker-game.com/,http://gsc-game.com/,support@gsc-game.com
20530,http://www.redfaction.com,,support@quanticlab.com
20540,http://www.companyofheroesgame.com,https://support.sega.co.uk,
20550,http://www.redfaction.com,,support@quanticlab.com
20570,http://www.dawnofwar.com,https://support.sega.co.uk,
20700,http://www.moonpod.com/starscape,,mark@moonpod.com
20710,http://www.moonpod.com/mrrobot,,mark@moonpod.com
20820,http://www.shattergame.com,,support@sidhe.co.nz
20900,http://www.thewitcher.com,http://en.cdprojektred.com/support/,
20920,http://www.thewitcher.com,http://en.cdprojektred.com/support/?support-product=the-witcher-2,
21000,http://www.legobatmangame.com/,,support@wbgames.com
21010,http://www.watchmenvideogame.com,,
21030,http://www.watchmenvideogame.com,,
21090,https://wbgamessupport.wbgames.com/hc/en-us,https://wbgamessupport.wbgames.com/hc/en-us/requests/new,
21100,http://www.whatisfear.com/,,support@wbgames.com
21130,http://www.magicisbuilding.com,,
21300,http://xout.blackened-interactive.com/Gravitron2.html ,,
21400,http://www.gamesfaction.com/project-aftermath,,
21500,http://www.pyroblazer.com,,
21640,,http://www.capcom.co.jp/support/contact/,
21660,http://www.streetfighter.com,,
21670,http://www.bioniccommando.com,http://www.capcom.co.jp/support/contact/,
21680,http://www.bioniccommando.com,http://www.capcom.co.jp/support/contact/,
21690,http://www.residentevil.com/5/,http://www.capcom.co.jp/support/contact/,
21800,http://endwargame.us.ubi.com/,,
21980,http://www.callofjuarez.com,,
22000,http://2dboy.com/games.php,,support@2dboy.com
22100,http://www.taleworlds.com/en/Games/MountAndBlade,,
22120,http://www.penumbragame.com/,http://support.frictionalgames.com/,
22180,http://www.penumbragame.com,http://support.frictionalgames.com,
22200,http://www.zenoclash.com,,support@aceteam.cl
22230,http://www.atlus.com/rockofages,,service@atlus.com
22300,http://fallout.bethsoft.com,http://support.bethsoft.com,
22310,http://www.roguewarrior.com/,http://support.bethsoft.com/form.php?l=en,
22320,http://www.elderscrolls.com,http://support.bethsoft.com/form.php?l=en,
22330,http://www.elderscrolls.com,http://support.bethsoft.com/form.php?l=en,
22350,http://brinkthegame.com/,http://support.bethsoft.com/form.php,
22370,,http://support.bethsoft.com,
22380,http://fallout.bethsoft.com,http://support.bethsoft.com/,
22450,http://Huntedthegame.com,http://support.bethsoft.com/,
22500,http://spectromancer.com,,support@spectromancer.com
22600,http://www.facebook.com/WormsTeam17,,
22610,http://www.team17.com,,
22650,http://www.team17.com/,,
22670,http://www.team17.com/,,
23150,http://www.fluttabyes.com,http://redchaingames.com/,contact@redchaingames.com
23400,http://www.imperium-game.com,,
23420,http://www.paradoxplaza.com/rome/?p=game_info,,
23450,http://www.grandages.com/,http://www.grandages.com/en/ir_support.php,
23460,,,support@assemble-entertainment.com
23490,http://www.worldoftropico.com,http://www.kalypsomedia.com/,support@kalypsomedia.com
23500,http://www.puzzle-quest.com,,
23530,http://www.edfia.com,https://d3go.com/support/,support@d3p.us
23600,http://www.soldak.com/Depths-of-Peril/Overview.html,,
23700,http://www.infinite-interactive.com/kingdoms.php,,
24010,http://www.train-simulator.com,http://dovetailgames.kayako.com,
24200,http://www.dcuniverseonline.com/,https://help.daybreakgames.com/,
24240,http://www.overkillsoftware.com/,http://forums.steampowered.com/forums/forumdisplay.php?f=1225,
24400,http://www.kingarthurthewargame.com,,
24410,http://www.neocoregames.com,,
24420,http://bit-blot.com/aquaria,http://www.bit-blot.com/aquaria/faq.html#CONTACT,
24460,http://www.kingarthurthewargame.com/,,
24480,http://www.kingarthurii.com,,
24640,http://www.caboncity.com,,
24650,http://www.settleandcarlisle.com,,
24670,http://www.trainzportal.com/product_ts12.php,http://www.trainzportal.com,
24720,http://www.spore.com/what/ga,,
24740,http://www.criteriongames.com/intro.php,https://help.ea.com/,
24780,http://www.simcity.com/product/simcity4,https://help.ea.com/,
24790,http://www.commandandconquer.com/,,
24810,http://www.commandandconquer.com/,https://help.ea.com/,
24840,http://games.ea.com/moh/airborne/,,
24870,http://shift.needforspeed.com/home.action,https://help.ea.com/,
24960,http://battlefieldbadcompany2.com,https://help.ea.com/,
24980,http://masseffect.bioware.com/,https://help.ea.com/,
25000,http://www.wolfire.com/overgrowth,,contact@wolfire.com
25010,http://www.wolfire.com/,,
25500,http://www.cricketrevolution.com,,
25600,http://basiliskgames.com/eschalon-book-i,http://basiliskgames.com/forums/,info@basiliskgames.com
25620,http://basiliskgames.com/eschalon-book-ii,http://basiliskgames.com/forums/,support@basiliskgames.com
25700,http://www.baboinvasion.com,,
25800,http://www.europauniversalis3.com/,www.paradoxplaza.com/support,https://www.paradoxplaza.com/support
25830,,http://www.paradoxplaza.com/support,
25850,http://www.1cpublishing.eu/game/elven-legacy/overview,,support@1cpublishing.eu
25890,http://www.paradoxplaza.com/games/hearts-of-iron-iii,http://www.paradoxplaza.com/support,
25900,http://www.kingsbountygame.com,www.1cpublishing.eu,support@1cpublishing.eu
25910,http://www.battlegoat.com/supreme_2020.php,http://www.bgforums.com,support@battlegoat.com
25930,http://www.eic-game.com/,http://nitrogames.com/,support@nitrogames.com
25980,http://www.majesty2.com,,
25990,http://www.paradoxplaza.com/games/majesty-gold,,
26000,http://www.WhatIsTheMaw.com,,
26300,http://www.paleoent.com,,
26800,http://braid-game.com,,support_steam@thekla.com
26900,http://www.crayonphysics.com/,http://www.crayonphysics.com/about.php,crayonphysics@gmail.com
27000,http://Tale-of-Tales.com/ThePath,,
27020,http://www.tale-of-tales.com/TheGraveyard/,http://tale-of-tales.com,
27050,http://tale-of-tales.com/Fatale,,
27200,http://www.summerathletics.com,,
27330,http://www.playtangodown.com,,support@ignitionusa.com
27400,http://www.mousechief.com/dhsg/index.html,,
27800,http://www.llamasoft.co.uk/games/space-giraffe,,
27810,http://llamasoft.co.uk/grintro2.php ,,
27920,http://www.BoosterTrooper.com,,
27940,http://www.deadhorde.com,http://www.dns-development.com/forum,
28000,http://www.KaneandLynch.com,,
29160,http://www.eriksvedang.com/blueberrygarden,,
29180,http://www.hemispheregames.com/osmos,,
29800,http://www.casterthegame.com,,mike@elecorn.com
29900,http://www.darksector.com/,http://www.d3publisher.us/Support.asp,
31270,http://www.puzzleagent.com,,
31800,https://www.herinteractive.com/shop-games/nancy-drew-danger-by-design/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31810,https://www.herinteractive.com/shop-games/nancy-drew-last-train-to-blue-moon-canyon/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31820,https://www.herinteractive.com/shop-games/nancy-drew-the-haunted-carousel/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31830,https://www.herinteractive.com/shop-games/nancy-drew-curse-of-blackmoor-manor/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31840,https://www.herinteractive.com/shop-games/nancy-drew-danger-on-deception-island/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31850,https://www.herinteractive.com/shop-games/nancy-drew-ghost-dogs-of-moon-lake/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31860,https://www.herinteractive.com/shop-games/nancy-drew-legend-of-the-crystal-skull/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31870,https://www.herinteractive.com/shop-games/nancy-drew-dossier-lights-camera-curses/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31880,https://www.herinteractive.com/shop-games/nancy-drew-secret-of-the-old-clock/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31890,https://www.herinteractive.com/shop-games/nancy-drew-secret-of-the-scarlet-hand/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31900,https://www.herinteractive.com/shop-games/nancy-drew-the-creature-of-kapu-cave/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31910,https://www.herinteractive.com/shop-games/nancy-drew-the-haunting-of-castle-malloy/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31920,https://www.herinteractive.com/shop-games/nancy-drew-the-phantom-of-venice/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31930,https://www.herinteractive.com/shop-games/nancy-drew-the-white-wolf-of-icicle-creek/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
31980,https://www.herinteractive.com/shop-games/nancy-drew-ransom-of-the-seven-ships/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
32000,http://www.thinkingstudios.com,,
32140,,,support@mumbojumbo.com
